date,security_key,trade_date_quantity,settled_quantity,trade_date_long_quantity,trade_date_short_quantity,settled_long_quantity,settled_short_quantity,anchor_date,confidence,review_status,review_reasons
2019-05-22,equity:111111111,10,10,0,0,0,0,,partial,validated,
2019-05-22,equity:121212121,0,0,0,0,0,0,,partial,validated,
2019-05-22,equity:222222222,0,0,0,0,0,0,,partial,validated,
2019-05-22,equity:333333333,0,0,0,0,0,0,,partial,validated,
2019-05-22,equity:999999999,0,0,0,0,0,0,,partial,validated,
2019-05-22,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2019-05-22,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2019-05-22,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2019-08-15,equity:111111111,6,10,0,0,0,0,,partial,validated,
2019-08-15,equity:121212121,0,0,0,0,0,0,,partial,validated,
2019-08-15,equity:222222222,0,0,0,0,0,0,,partial,validated,
2019-08-15,equity:333333333,0,0,0,0,0,0,,partial,validated,
2019-08-15,equity:999999999,0,0,0,0,0,0,,partial,validated,
2019-08-15,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2019-08-15,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2019-08-15,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2019-08-19,equity:111111111,6,6,0,0,0,0,,partial,validated,
2019-08-19,equity:121212121,0,0,0,0,0,0,,partial,validated,
2019-08-19,equity:222222222,0,0,0,0,0,0,,partial,validated,
2019-08-19,equity:333333333,0,0,0,0,0,0,,partial,validated,
2019-08-19,equity:999999999,0,0,0,0,0,0,,partial,validated,
2019-08-19,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2019-08-19,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2019-08-19,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2020-01-12,equity:111111111,6,6,0,0,0,0,,partial,validated,
2020-01-12,equity:121212121,0,0,0,0,0,0,,partial,validated,
2020-01-12,equity:222222222,0,0,0,0,0,0,,partial,validated,
2020-01-12,equity:333333333,2,0,0,0,0,0,,partial,validated,
2020-01-12,equity:999999999,0,0,0,0,0,0,,partial,validated,
2020-01-12,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2020-01-12,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2020-01-12,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2020-01-14,equity:111111111,6,6,0,0,0,0,,partial,validated,
2020-01-14,equity:121212121,0,0,0,0,0,0,,partial,validated,
2020-01-14,equity:222222222,0,0,0,0,0,0,,partial,validated,
2020-01-14,equity:333333333,2,2,0,0,0,0,,partial,validated,
2020-01-14,equity:999999999,0,0,0,0,0,0,,partial,validated,
2020-01-14,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2020-01-14,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2020-01-14,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2020-01-20,equity:111111111,6,6,0,0,0,0,,partial,validated,
2020-01-20,equity:121212121,0,0,0,0,0,0,,partial,validated,
2020-01-20,equity:222222222,0,0,0,0,0,0,,partial,validated,
2020-01-20,equity:333333333,2,2,0,0,0,0,,partial,validated,
2020-01-20,equity:999999999,0,0,0,0,0,0,,partial,validated,
2020-01-20,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2020-01-20,option:BETA:2020-03-20:put:20.00,-1,0,0,1,0,0,,partial,validated,
2020-01-20,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2020-01-22,equity:111111111,6,6,0,0,0,0,,partial,validated,
2020-01-22,equity:121212121,0,0,0,0,0,0,,partial,validated,
2020-01-22,equity:222222222,0,0,0,0,0,0,,partial,validated,
2020-01-22,equity:333333333,2,2,0,0,0,0,,partial,validated,
2020-01-22,equity:999999999,0,0,0,0,0,0,,partial,validated,
2020-01-22,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2020-01-22,option:BETA:2020-03-20:put:20.00,-1,-1,0,1,0,1,,partial,validated,
2020-01-22,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2020-03-05,equity:111111111,6,6,0,0,0,0,,partial,validated,
2020-03-05,equity:121212121,0,0,0,0,0,0,,partial,validated,
2020-03-05,equity:222222222,0,0,0,0,0,0,,partial,validated,
2020-03-05,equity:333333333,0,2,0,0,0,0,,partial,validated,
2020-03-05,equity:999999999,0,0,0,0,0,0,,partial,validated,
2020-03-05,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2020-03-05,option:BETA:2020-03-20:put:20.00,-1,-1,0,1,0,1,,partial,validated,
2020-03-05,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2020-03-09,equity:111111111,6,6,0,0,0,0,,partial,validated,
2020-03-09,equity:121212121,0,0,0,0,0,0,,partial,validated,
2020-03-09,equity:222222222,0,0,0,0,0,0,,partial,validated,
2020-03-09,equity:333333333,0,0,0,0,0,0,,partial,validated,
2020-03-09,equity:999999999,0,0,0,0,0,0,,partial,validated,
2020-03-09,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2020-03-09,option:BETA:2020-03-20:put:20.00,-1,-1,0,1,0,1,,partial,validated,
2020-03-09,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2020-03-10,equity:111111111,6,6,0,0,0,0,,partial,validated,
2020-03-10,equity:121212121,0,0,0,0,0,0,,partial,validated,
2020-03-10,equity:222222222,0,0,0,0,0,0,,partial,validated,
2020-03-10,equity:333333333,0,0,0,0,0,0,,partial,validated,
2020-03-10,equity:999999999,0,0,0,0,0,0,,partial,validated,
2020-03-10,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2020-03-10,option:BETA:2020-03-20:put:20.00,0,-1,0,0,0,1,,partial,validated,
2020-03-10,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2020-03-12,equity:111111111,6,6,0,0,0,0,,partial,validated,
2020-03-12,equity:121212121,0,0,0,0,0,0,,partial,validated,
2020-03-12,equity:222222222,0,0,0,0,0,0,,partial,validated,
2020-03-12,equity:333333333,0,0,0,0,0,0,,partial,validated,
2020-03-12,equity:999999999,0,0,0,0,0,0,,partial,validated,
2020-03-12,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2020-03-12,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2020-03-12,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-01-04,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-01-04,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-01-04,equity:222222222,5,0,0,0,0,0,,partial,validated,
2021-01-04,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-01-04,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-01-04,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-01-04,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-01-04,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-01-06,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-01-06,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-01-06,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-01-06,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-01-06,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-01-06,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-01-06,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-01-06,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-01-15,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-01-15,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-01-15,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-01-15,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-01-15,equity:777777777,2,2,0,0,0,0,2021-01-15,verified,validated,
2021-01-15,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-01-15,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-01-15,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-01-15,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-02-01,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-02-01,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-02-01,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-02-01,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-02-01,equity:777777777,1,2,0,0,0,0,2021-01-15,derived,validated,
2021-02-01,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-02-01,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-02-01,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-02-01,option:FOO:2021-04-16:call:15.00,1,0,1,0,0,0,,partial,validated,
2021-02-03,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-02-03,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-02-03,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-02-03,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-02-03,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-02-03,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-02-03,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-02-03,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-02-03,option:FOO:2021-04-16:call:15.00,1,1,1,0,1,0,,partial,validated,
2021-02-05,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-02-05,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-02-05,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-02-05,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-02-05,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-02-05,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-02-05,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-02-05,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-02-05,option:FOO:2021-04-16:call:15.00,1,1,1,0,1,0,,partial,validated,
2021-02-05,option:OMEG:2021-03-19:call:5.00,1,1,1,0,1,0,2021-02-05,verified,validated,
2021-02-10,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-02-10,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-02-10,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-02-10,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-02-10,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-02-10,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-02-10,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-02-10,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-02-10,option:FOO:2021-04-16:call:15.00,1,1,1,0,1,0,,partial,validated,
2021-02-10,option:OMEG:2021-03-19:call:5.00,0,1,0,0,1,0,2021-02-05,derived,validated,
2021-02-12,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-02-12,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-02-12,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-02-12,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-02-12,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-02-12,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-02-12,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-02-12,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-02-12,option:FOO:2021-04-16:call:15.00,1,1,1,0,1,0,,partial,validated,
2021-02-12,option:OMEG:2021-03-19:call:5.00,0,0,0,0,0,0,2021-02-05,derived,validated,
2021-03-15,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-03-15,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-03-15,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-03-15,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-03-15,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-03-15,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-03-15,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-03-15,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-03-15,option:FOO:2021-04-16:call:15.00,0,1,0,0,1,0,,partial,validated,
2021-03-15,option:OMEG:2021-03-19:call:5.00,0,0,0,0,0,0,2021-02-05,derived,validated,
2021-03-17,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-03-17,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-03-17,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-03-17,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-03-17,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-03-17,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-03-17,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-03-17,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-03-17,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-03-17,option:OMEG:2021-03-19:call:5.00,0,0,0,0,0,0,2021-02-05,derived,validated,
2021-06-01,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-06-01,equity:121212121,3,0,0,0,0,0,,partial,validated,
2021-06-01,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-06-01,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-06-01,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-06-01,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-06-01,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-06-01,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-06-01,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-06-01,option:OMEG:2021-03-19:call:5.00,0,0,0,0,0,0,2021-02-05,derived,validated,
2021-06-03,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-06-03,equity:121212121,3,3,0,0,0,0,,partial,validated,
2021-06-03,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-06-03,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-06-03,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-06-03,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-06-03,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-06-03,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-06-03,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-06-03,option:OMEG:2021-03-19:call:5.00,0,0,0,0,0,0,2021-02-05,derived,validated,
2021-07-01,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-07-01,equity:121212121,0,3,0,0,0,0,,partial,validated,
2021-07-01,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-07-01,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-07-01,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-07-01,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-07-01,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-07-01,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-07-01,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-07-01,option:OMEG:2021-03-19:call:5.00,0,0,0,0,0,0,2021-02-05,derived,validated,
2021-07-06,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-07-06,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-07-06,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-07-06,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-07-06,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-07-06,equity:999999999,0,0,0,0,0,0,,partial,validated,
2021-07-06,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-07-06,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-07-06,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-07-06,option:OMEG:2021-03-19:call:5.00,0,0,0,0,0,0,2021-02-05,derived,validated,
2021-12-28,equity:111111111,6,6,0,0,0,0,,partial,validated,
2021-12-28,equity:121212121,0,0,0,0,0,0,,partial,validated,
2021-12-28,equity:222222222,5,5,0,0,0,0,,partial,validated,
2021-12-28,equity:333333333,0,0,0,0,0,0,,partial,validated,
2021-12-28,equity:777777777,1,1,0,0,0,0,2021-01-15,derived,validated,
2021-12-28,equity:999999999,2,0,0,0,0,0,,partial,validated,
2021-12-28,option:ACME:2019-06-21:call:7.50,0,0,0,0,0,0,,partial,validated,
2021-12-28,option:BETA:2020-03-20:put:20.00,0,0,0,0,0,0,,partial,validated,
2021-12-28,option:FOO:2021-04-16:call:15.00,0,0,0,0,0,0,,partial,validated,
2021-12-28,option:OMEG:2021-03-19:call:5.00,0,0,0,0,0,0,2021-02-05,derived,validated,
